section,male,female,lastUpdate,date
0,0,0,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
10,2,0,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
20,1,1,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
30,6,1,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
40,14,10,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
50,32,13,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
60,53,20,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
70,64,31,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
80,29,30,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
90,4,5,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
