section,male,female,lastUpdate,date
0,0,2,2021-01-10T08:32:01.230Z,2021-01-10T08:32:01.230Z
10,0,0,2021-01-10T08:32:01.230Z,2021-01-10T08:32:01.230Z
20,1,0,2021-01-10T08:32:01.230Z,2021-01-10T08:32:01.230Z
30,2,2,2021-01-10T08:32:01.230Z,2021-01-10T08:32:01.230Z
40,8,6,2021-01-10T08:32:01.230Z,2021-01-10T08:32:01.230Z
50,31,5,2021-01-10T08:32:01.230Z,2021-01-10T08:32:01.230Z
60,59,18,2021-01-10T08:32:01.230Z,2021-01-10T08:32:01.230Z
70,42,26,2021-01-10T08:32:01.230Z,2021-01-10T08:32:01.230Z
80,17,10,2021-01-10T08:32:01.230Z,2021-01-10T08:32:01.230Z
90,5,3,2021-01-10T08:32:01.230Z,2021-01-10T08:32:01.230Z
