total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2919,1551,270,214,632,353,2021-02-12T06:14:19.377Z
100,53,17,14,41,23,2021-02-12T06:14:19.377Z
