amount,lastUpdate
0,2021-02-12T06:14:19.377Z
0,2021-02-12T06:14:19.377Z
0,2021-02-12T06:14:19.377Z
1,2021-02-12T06:14:19.377Z
2,2021-02-12T06:14:19.377Z
3,2021-02-12T06:14:19.377Z
5,2021-02-12T06:14:19.377Z
5,2021-02-12T06:14:19.377Z
6,2021-02-12T06:14:19.377Z
7,2021-02-12T06:14:19.377Z
7,2021-02-12T06:14:19.377Z
7,2021-02-12T06:14:19.377Z
6,2021-02-12T06:14:19.377Z
9,2021-02-12T06:14:19.377Z
11,2021-02-12T06:14:19.377Z
12,2021-02-12T06:14:19.377Z
16,2021-02-12T06:14:19.377Z
21,2021-02-12T06:14:19.377Z
23,2021-02-12T06:14:19.377Z
27,2021-02-12T06:14:19.377Z
38,2021-02-12T06:14:19.377Z
44,2021-02-12T06:14:19.377Z
48,2021-02-12T06:14:19.377Z
52,2021-02-12T06:14:19.377Z
56,2021-02-12T06:14:19.377Z
66,2021-02-12T06:14:19.377Z
70,2021-02-12T06:14:19.377Z
80,2021-02-12T06:14:19.377Z
89,2021-02-12T06:14:19.377Z
98,2021-02-12T06:14:19.377Z
111,2021-02-12T06:14:19.377Z
113,2021-02-12T06:14:19.377Z
131,2021-02-12T06:14:19.377Z
140,2021-02-12T06:14:19.377Z
135,2021-02-12T06:14:19.377Z
147,2021-02-12T06:14:19.377Z
160,2021-02-12T06:14:19.377Z
166,2021-02-12T06:14:19.377Z
166,2021-02-12T06:14:19.377Z
170,2021-02-12T06:14:19.377Z
182,2021-02-12T06:14:19.377Z
177,2021-02-12T06:14:19.377Z
192,2021-02-12T06:14:19.377Z
178,2021-02-12T06:14:19.377Z
179,2021-02-12T06:14:19.377Z
182,2021-02-12T06:14:19.377Z
165,2021-02-12T06:14:19.377Z
174,2021-02-12T06:14:19.377Z
157,2021-02-12T06:14:19.377Z
154,2021-02-12T06:14:19.377Z
145,2021-02-12T06:14:19.377Z
149,2021-02-12T06:14:19.377Z
146,2021-02-12T06:14:19.377Z
144,2021-02-12T06:14:19.377Z
136,2021-02-12T06:14:19.377Z
142,2021-02-12T06:14:19.377Z
132,2021-02-12T06:14:19.377Z
127,2021-02-12T06:14:19.377Z
122,2021-02-12T06:14:19.377Z
112,2021-02-12T06:14:19.377Z
109,2021-02-12T06:14:19.377Z
111,2021-02-12T06:14:19.377Z
101,2021-02-12T06:14:19.377Z
97,2021-02-12T06:14:19.377Z
91,2021-02-12T06:14:19.377Z
88,2021-02-12T06:14:19.377Z
84,2021-02-12T06:14:19.377Z
78,2021-02-12T06:14:19.377Z
78,2021-02-12T06:14:19.377Z
74,2021-02-12T06:14:19.377Z
69,2021-02-12T06:14:19.377Z
65,2021-02-12T06:14:19.377Z
61,2021-02-12T06:14:19.377Z
61,2021-02-12T06:14:19.377Z
61,2021-02-12T06:14:19.377Z
60,2021-02-12T06:14:19.377Z
55,2021-02-12T06:14:19.377Z
52,2021-02-12T06:14:19.377Z
51,2021-02-12T06:14:19.377Z
46,2021-02-12T06:14:19.377Z
47,2021-02-12T06:14:19.377Z
46,2021-02-12T06:14:19.377Z
46,2021-02-12T06:14:19.377Z
43,2021-02-12T06:14:19.377Z
41,2021-02-12T06:14:19.377Z
36,2021-02-12T06:14:19.377Z
40,2021-02-12T06:14:19.377Z
36,2021-02-12T06:14:19.377Z
39,2021-02-12T06:14:19.377Z
35,2021-02-12T06:14:19.377Z
35,2021-02-12T06:14:19.377Z
32,2021-02-12T06:14:19.377Z
29,2021-02-12T06:14:19.377Z
28,2021-02-12T06:14:19.377Z
30,2021-02-12T06:14:19.377Z
29,2021-02-12T06:14:19.377Z
29,2021-02-12T06:14:19.377Z
29,2021-02-12T06:14:19.377Z
30,2021-02-12T06:14:19.377Z
31,2021-02-12T06:14:19.377Z
32,2021-02-12T06:14:19.377Z
35,2021-02-12T06:14:19.377Z
35,2021-02-12T06:14:19.377Z
35,2021-02-12T06:14:19.377Z
31,2021-02-12T06:14:19.377Z
36,2021-02-12T06:14:19.377Z
38,2021-02-12T06:14:19.377Z
36,2021-02-12T06:14:19.377Z
40,2021-02-12T06:14:19.377Z
39,2021-02-12T06:14:19.377Z
41,2021-02-12T06:14:19.377Z
45,2021-02-12T06:14:19.377Z
43,2021-02-12T06:14:19.377Z
40,2021-02-12T06:14:19.377Z
45,2021-02-12T06:14:19.377Z
44,2021-02-12T06:14:19.377Z
45,2021-02-12T06:14:19.377Z
40,2021-02-12T06:14:19.377Z
39,2021-02-12T06:14:19.377Z
44,2021-02-12T06:14:19.377Z
56,2021-02-12T06:14:19.377Z
59,2021-02-12T06:14:19.377Z
72,2021-02-12T06:14:19.377Z
83,2021-02-12T06:14:19.377Z
85,2021-02-12T06:14:19.377Z
94,2021-02-12T06:14:19.377Z
90,2021-02-12T06:14:19.377Z
93,2021-02-12T06:14:19.377Z
113,2021-02-12T06:14:19.377Z
126,2021-02-12T06:14:19.377Z
131,2021-02-12T06:14:19.377Z
136,2021-02-12T06:14:19.377Z
151,2021-02-12T06:14:19.377Z
184,2021-02-12T06:14:19.377Z
190,2021-02-12T06:14:19.377Z
209,2021-02-12T06:14:19.377Z
209,2021-02-12T06:14:19.377Z
219,2021-02-12T06:14:19.377Z
235,2021-02-12T06:14:19.377Z
270,2021-02-12T06:14:19.377Z
264,2021-02-12T06:14:19.377Z
256,2021-02-12T06:14:19.377Z
284,2021-02-12T06:14:19.377Z
310,2021-02-12T06:14:19.377Z
329,2021-02-12T06:14:19.377Z
321,2021-02-12T06:14:19.377Z
