section,male,female,lastUpdate,date
0,1,1,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
10,0,0,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
20,3,3,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
30,8,6,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
40,15,13,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
50,39,12,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
60,65,31,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
70,37,33,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
80,21,19,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
90,5,6,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
