age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,103445,13734,1505185,6.9,0.9,2021-01-29T13:03:30.550Z
20-29,276288,89601,1277634,21.6,7.0,2021-01-29T13:03:30.550Z
30-39,318935,120770,1186386,26.9,10.2,2021-01-29T13:03:30.550Z
40-49,530747,191174,1080768,49.1,17.7,2021-01-29T13:03:30.550Z
50-59,525456,257401,832687,63.1,30.9,2021-01-29T13:03:30.550Z
60-69,550041,442173,735380,74.8,60.1,2021-01-29T13:03:30.550Z
70-79,424394,364327,462148,91.8,78.8,2021-01-29T13:03:30.550Z
80-89,188915,159715,222547,84.9,71.8,2021-01-29T13:03:30.550Z
90+,44296,37138,50589,87.6,73.4,2021-01-29T13:03:30.550Z
