section,male,female,lastUpdate,date
0,40486,38343,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
10,71171,61231,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
20,59463,59680,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
30,42576,44791,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
40,36810,40511,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
50,28232,30075,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
60,20251,19150,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
70,10041,9733,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
80,4371,5900,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
90,1160,2481,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
