section,male,female,lastUpdate,date
0,1,2,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
10,3,2,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
20,7,9,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
30,14,10,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
40,33,29,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
50,160,74,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
60,447,195,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
70,780,386,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
80,870,720,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
90,401,556,2021-01-29T13:03:30.550Z,2021-01-29T13:03:30.550Z
