section,male,female,lastUpdate,date
0,61450,58052,2021-03-22T19:33:23.617Z,2021-03-22T19:33:23.617Z
10,91510,83014,2021-03-22T19:33:23.617Z,2021-03-22T19:33:23.617Z
20,76201,79658,2021-03-22T19:33:23.617Z,2021-03-22T19:33:23.617Z
30,55367,59363,2021-03-22T19:33:23.617Z,2021-03-22T19:33:23.617Z
40,46039,51073,2021-03-22T19:33:23.617Z,2021-03-22T19:33:23.617Z
50,34298,37120,2021-03-22T19:33:23.617Z,2021-03-22T19:33:23.617Z
60,23429,22919,2021-03-22T19:33:23.617Z,2021-03-22T19:33:23.617Z
70,11654,11692,2021-03-22T19:33:23.617Z,2021-03-22T19:33:23.617Z
80,5136,7042,2021-03-22T19:33:23.617Z,2021-03-22T19:33:23.617Z
90,1384,2883,2021-03-22T19:33:23.617Z,2021-03-22T19:33:23.617Z
