age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,315865,253349,1538337,20.5,16.5,2021-03-22T19:33:23.617Z
20-29,931757,765695,1300361,71.7,58.9,2021-03-22T19:33:23.617Z
30-39,915861,786690,1197026,76.5,65.7,2021-03-22T19:33:23.617Z
40-49,896180,802502,1098556,81.6,73.1,2021-03-22T19:33:23.617Z
50-59,735813,672353,849966,86.6,79.1,2021-03-22T19:33:23.617Z
60-69,654687,615162,741639,88.3,82.9,2021-03-22T19:33:23.617Z
70-79,475689,455056,490784,96.9,92.7,2021-03-22T19:33:23.617Z
80-89,212421,202119,225538,94.2,89.6,2021-03-22T19:33:23.617Z
90+,49854,46651,51496,96.8,90.6,2021-03-22T19:33:23.617Z
