total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3047,1789,313,242,703,371,2021-02-03T04:45:35.923Z
100,59,17,14,39,21,2021-02-03T04:45:35.923Z
