total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3060,1653,303,244,695,406,2021-02-05T12:40:20.710Z
100,54,18,15,42,25,2021-02-05T12:40:20.710Z
