city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands,lastUpdate,date
ירושלים,127998,4578,2267,47258,48,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
תל אביב - יפו,25768,1365,624,27598,30,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
נתניה,16441,1157,585,15768,53,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
באר שבע,14518,1098,562,15983,55,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
אשקלון,11500,918,421,11773,64,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
ראשון לציון,14565,845,429,16199,35,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
אשדוד,25159,791,353,14000,35,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
פתח תקווה,21211,791,360,16605,32,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
בני ברק,48051,749,319,8290,37,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
רהט,4529,679,363,2455,98,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
חיפה,16293,674,305,15803,25,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
חולון,14344,643,296,11072,34,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
בת ים,9437,524,265,8460,41,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
רחובות,11078,515,246,11745,36,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
חדרה,6624,488,211,6988,50,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
נצרת,8796,479,232,2219,61,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
רמלה,9336,421,236,5326,55,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
בית שמש,20025,406,216,5161,30,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
אום אל-פחם,5823,394,231,1609,69,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
לוד,8406,342,159,5375,43,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
נתיבות,6899,316,168,3539,78,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
מודיעין עילית,25079,298,107,2771,38,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
רמת גן,7767,289,115,16100,19,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
קרית גת,7174,287,144,3795,49,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
אופקים,4196,287,139,3649,86,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
ראש העין,5340,261,140,5817,40,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
שדרות,2774,260,110,3309,92,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
טבריה,4426,250,127,2666,54,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
דימונה,2419,231,104,3089,64,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
קרית מלאכי,4026,225,120,2005,90,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
אור יהודה,4256,218,123,2869,63,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
עכו,3986,208,93,3629,41,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
צפת,4725,205,119,2013,57,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
נוף הגליל,2807,203,86,5302,46,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
טייבה,4325,200,89,1528,45,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
שפרעם,4037,191,97,2086,46,2021-03-13T15:33:33.093Z,2021-03-13T15:33:33.093Z
