section,male,female,lastUpdate,date
0,14292,13731,2020-10-05T15:36:41.790Z,2020-10-05T15:36:41.790Z
10,34414,23480,2020-10-05T15:36:41.790Z,2020-10-05T15:36:41.790Z
20,28435,25564,2020-10-05T15:36:41.790Z,2020-10-05T15:36:41.790Z
30,19006,18508,2020-10-05T15:36:41.790Z,2020-10-05T15:36:41.790Z
40,16628,17440,2020-10-05T15:36:41.790Z,2020-10-05T15:36:41.790Z
50,12769,13123,2020-10-05T15:36:41.790Z,2020-10-05T15:36:41.790Z
60,9112,8063,2020-10-05T15:36:41.790Z,2020-10-05T15:36:41.790Z
70,4350,3939,2020-10-05T15:36:41.790Z,2020-10-05T15:36:41.790Z
80,1851,2290,2020-10-05T15:36:41.790Z,2020-10-05T15:36:41.790Z
90,426,978,2020-10-05T15:36:41.790Z,2020-10-05T15:36:41.790Z
