age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,268283,155488,1538337,17.4,10.1,2021-03-03T06:07:56.950Z
20-29,813794,421909,1300361,62.6,32.4,2021-03-03T06:07:56.950Z
30-39,833871,491259,1197026,69.7,41.0,2021-03-03T06:07:56.950Z
40-49,843331,630444,1098556,76.8,57.4,2021-03-03T06:07:56.950Z
50-59,700800,570496,849966,82.5,67.1,2021-03-03T06:07:56.950Z
60-69,631735,565386,741639,85.2,76.2,2021-03-03T06:07:56.950Z
70-79,463814,431922,490784,94.5,88.0,2021-03-03T06:07:56.950Z
80-89,206892,191794,225538,91.7,85.0,2021-03-03T06:07:56.950Z
90+,48539,44381,51496,94.3,86.2,2021-03-03T06:07:56.950Z
