section,male,female,lastUpdate,date
0,0,2,2021-03-03T06:07:56.950Z,2021-03-03T06:07:56.950Z
10,1,3,2021-03-03T06:07:56.950Z,2021-03-03T06:07:56.950Z
20,12,11,2021-03-03T06:07:56.950Z,2021-03-03T06:07:56.950Z
30,31,25,2021-03-03T06:07:56.950Z,2021-03-03T06:07:56.950Z
40,44,32,2021-03-03T06:07:56.950Z,2021-03-03T06:07:56.950Z
50,81,54,2021-03-03T06:07:56.950Z,2021-03-03T06:07:56.950Z
60,87,64,2021-03-03T06:07:56.950Z,2021-03-03T06:07:56.950Z
70,68,63,2021-03-03T06:07:56.950Z,2021-03-03T06:07:56.950Z
80,35,54,2021-03-03T06:07:56.950Z,2021-03-03T06:07:56.950Z
90,10,16,2021-03-03T06:07:56.950Z,2021-03-03T06:07:56.950Z
