total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3321,1155,198,172,462,262,2021-03-07T06:08:39.360Z
100,35,17,15,40,23,2021-03-07T06:08:39.360Z
