dates,averages,lastUpdate
"{'begin_date': '14.2.21', 'end_date': '20.2.21'}",3677,2021-03-07T06:08:39.360Z
"{'begin_date': '21.2.21', 'end_date': '27.2.21'}",3684,2021-03-07T06:08:39.360Z
"{'begin_date': '28.2.21', 'end_date': '6.3.21'}",3751,2021-03-07T06:08:39.360Z
