section,male,female,lastUpdate,date
0,2,2,2021-03-07T06:08:39.360Z,2021-03-07T06:08:39.360Z
10,3,1,2021-03-07T06:08:39.360Z,2021-03-07T06:08:39.360Z
20,18,12,2021-03-07T06:08:39.360Z,2021-03-07T06:08:39.360Z
30,23,17,2021-03-07T06:08:39.360Z,2021-03-07T06:08:39.360Z
40,50,43,2021-03-07T06:08:39.360Z,2021-03-07T06:08:39.360Z
50,207,97,2021-03-07T06:08:39.360Z,2021-03-07T06:08:39.360Z
60,565,250,2021-03-07T06:08:39.360Z,2021-03-07T06:08:39.360Z
70,958,510,2021-03-07T06:08:39.360Z,2021-03-07T06:08:39.360Z
80,1045,910,2021-03-07T06:08:39.360Z,2021-03-07T06:08:39.360Z
90,487,661,2021-03-07T06:08:39.360Z,2021-03-07T06:08:39.360Z
