section,male,female,lastUpdate,date
0,2,1,2021-01-12T19:56:16.893Z,2021-01-12T19:56:16.893Z
10,1,2,2021-01-12T19:56:16.893Z,2021-01-12T19:56:16.893Z
20,6,8,2021-01-12T19:56:16.893Z,2021-01-12T19:56:16.893Z
30,13,7,2021-01-12T19:56:16.893Z,2021-01-12T19:56:16.893Z
40,24,24,2021-01-12T19:56:16.893Z,2021-01-12T19:56:16.893Z
50,130,62,2021-01-12T19:56:16.893Z,2021-01-12T19:56:16.893Z
60,350,150,2021-01-12T19:56:16.893Z,2021-01-12T19:56:16.893Z
70,626,303,2021-01-12T19:56:16.893Z,2021-01-12T19:56:16.893Z
80,698,589,2021-01-12T19:56:16.893Z,2021-01-12T19:56:16.893Z
90,323,451,2021-01-12T19:56:16.893Z,2021-01-12T19:56:16.893Z
