Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
268,544,1042,500,2686,2020-09-29T07:31:38.433Z,2020-09-29T07:31:38.433Z
