total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3321,1110,201,176,443,269,2021-03-07T19:45:34.990Z
100,33,18,16,40,24,2021-03-07T19:45:34.990Z
