section,male,female,lastUpdate,date
0,2,2,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
10,4,2,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
20,12,9,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
30,17,13,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
40,41,33,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
50,182,83,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
60,506,224,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
70,877,453,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
80,969,830,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
90,471,620,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
