total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2917,1605,323,230,630,378,2021-02-14T07:09:42.080Z
100,55,20,14,39,24,2021-02-14T07:09:42.080Z
