section,male,female,lastUpdate,date
0,31209,29579,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
10,59927,49257,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
20,50830,49995,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
30,36172,37734,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
40,31494,34537,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
50,24269,25830,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
60,17706,16538,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
70,8821,8321,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
80,3767,4920,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
90,980,2122,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
