section,male,female,lastUpdate,date
0,0,1,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
10,1,2,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
20,3,3,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
30,14,10,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
40,49,22,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
50,108,43,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
60,164,87,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
70,157,117,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
80,110,94,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
90,32,50,2021-01-14T20:50:19.033Z,2021-01-14T20:50:19.033Z
