total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,1030,211,164,367,273,2021-03-14T19:45:32.100Z
100,32,20,16,36,27,2021-03-14T19:45:32.100Z
