section,male,female,lastUpdate,date
0,0,1,2021-03-14T19:45:32.100Z,2021-03-14T19:45:32.100Z
10,0,0,2021-03-14T19:45:32.100Z,2021-03-14T19:45:32.100Z
20,3,1,2021-03-14T19:45:32.100Z,2021-03-14T19:45:32.100Z
30,8,10,2021-03-14T19:45:32.100Z,2021-03-14T19:45:32.100Z
40,18,5,2021-03-14T19:45:32.100Z,2021-03-14T19:45:32.100Z
50,33,18,2021-03-14T19:45:32.100Z,2021-03-14T19:45:32.100Z
60,31,19,2021-03-14T19:45:32.100Z,2021-03-14T19:45:32.100Z
70,24,19,2021-03-14T19:45:32.100Z,2021-03-14T19:45:32.100Z
80,11,12,2021-03-14T19:45:32.100Z,2021-03-14T19:45:32.100Z
90,1,0,2021-03-14T19:45:32.100Z,2021-03-14T19:45:32.100Z
