age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,284445,175791,1538337,18.5,11.4,2021-03-08T07:12:47.457Z
20-29,855109,513461,1300361,65.8,39.5,2021-03-08T07:12:47.457Z
30-39,866911,571430,1197026,72.4,47.7,2021-03-08T07:12:47.457Z
40-49,867036,672514,1098556,78.9,61.2,2021-03-08T07:12:47.457Z
50-59,717009,595396,849966,84.4,70.0,2021-03-08T07:12:47.457Z
60-69,641349,577078,741639,86.5,77.8,2021-03-08T07:12:47.457Z
70-79,468632,437331,490784,95.5,89.1,2021-03-08T07:12:47.457Z
80-89,208934,194167,225538,92.6,86.1,2021-03-08T07:12:47.457Z
90+,48993,44946,51496,95.1,87.3,2021-03-08T07:12:47.457Z
