dates,averages,lastUpdate
"{'begin_date': '14.2.21', 'end_date': '20.2.21'}",3677,2021-03-08T07:12:47.457Z
"{'begin_date': '21.2.21', 'end_date': '27.2.21'}",3685,2021-03-08T07:12:47.457Z
"{'begin_date': '28.2.21', 'end_date': '6.3.21'}",3741,2021-03-08T07:12:47.457Z
"{'begin_date': '7.3.21', 'end_date': '7.3.21'}",1357,2021-03-08T07:12:47.457Z
