total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3276,1112,209,175,439,269,2021-03-08T07:12:47.457Z
100,34,19,16,39,24,2021-03-08T07:12:47.457Z
