averageInfected,begin_date,end_date,isCurrentWeek,lastUpdate
3746,2021-02-28T00:00:00.000Z,2021-03-06T00:00:00.000Z,False,2021-03-25T06:54:09.707Z
2547,2021-03-07T00:00:00.000Z,2021-03-13T00:00:00.000Z,False,2021-03-25T06:54:09.707Z
1326,2021-03-14T00:00:00.000Z,2021-03-20T00:00:00.000Z,False,2021-03-25T06:54:09.707Z
701,2021-03-21T00:00:00.000Z,2021-03-25T00:00:00.000Z,True,2021-03-25T06:54:09.707Z
