age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,117587,15630,1505185,7.8,1.0,2021-02-01T07:52:28.600Z
20-29,296914,97838,1277634,23.2,7.7,2021-02-01T07:52:28.600Z
30-39,352820,134656,1186386,29.7,11.4,2021-02-01T07:52:28.600Z
40-49,559179,215786,1080768,51.7,20.0,2021-02-01T07:52:28.600Z
50-59,537642,281325,832687,64.6,33.8,2021-02-01T07:52:28.600Z
60-69,554627,462210,735380,75.4,62.9,2021-02-01T07:52:28.600Z
70-79,426668,377145,462148,92.3,81.6,2021-02-01T07:52:28.600Z
80-89,189880,165837,222547,85.3,74.5,2021-02-01T07:52:28.600Z
90+,44524,38467,50589,88.0,76.0,2021-02-01T07:52:28.600Z
