total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2913,774,145,116,254,250,2021-03-22T14:57:42.400Z
100,27,19,15,33,32,2021-03-22T14:57:42.400Z
