date,amount,recovered,lastUpdate
2020-02-12T00:00:00.000Z,0,0,2020-09-03T07:25:59.323Z
2020-02-13T00:00:00.000Z,0,0,2020-09-03T07:25:59.323Z
2020-02-14T00:00:00.000Z,0,0,2020-09-03T07:25:59.323Z
2020-02-15T00:00:00.000Z,0,0,2020-09-03T07:25:59.323Z
2020-02-16T00:00:00.000Z,0,0,2020-09-03T07:25:59.323Z
2020-02-17T00:00:00.000Z,0,0,2020-09-03T07:25:59.323Z
2020-02-18T00:00:00.000Z,0,0,2020-09-03T07:25:59.323Z
2020-02-19T00:00:00.000Z,0,0,2020-09-03T07:25:59.323Z
2020-02-20T00:00:00.000Z,0,0,2020-09-03T07:25:59.323Z
2020-02-21T00:00:00.000Z,1,0,2020-09-03T07:25:59.323Z
2020-02-22T00:00:00.000Z,0,0,2020-09-03T07:25:59.323Z
2020-02-23T00:00:00.000Z,0,0,2020-09-03T07:25:59.323Z
2020-02-24T00:00:00.000Z,1,0,2020-09-03T07:25:59.323Z
2020-02-25T00:00:00.000Z,0,0,2020-09-03T07:25:59.323Z
2020-02-26T00:00:00.000Z,0,0,2020-09-03T07:25:59.323Z
2020-02-27T00:00:00.000Z,1,0,2020-09-03T07:25:59.323Z
2020-02-28T00:00:00.000Z,3,0,2020-09-03T07:25:59.323Z
2020-02-29T00:00:00.000Z,0,0,2020-09-03T07:25:59.323Z
2020-03-01T00:00:00.000Z,1,0,2020-09-03T07:25:59.323Z
2020-03-02T00:00:00.000Z,5,0,2020-09-03T07:25:59.323Z
2020-03-03T00:00:00.000Z,3,1,2020-09-03T07:25:59.323Z
2020-03-04T00:00:00.000Z,0,1,2020-09-03T07:25:59.323Z
2020-03-05T00:00:00.000Z,2,0,2020-09-03T07:25:59.323Z
2020-03-06T00:00:00.000Z,4,0,2020-09-03T07:25:59.323Z
2020-03-07T00:00:00.000Z,4,0,2020-09-03T07:25:59.323Z
2020-03-08T00:00:00.000Z,9,1,2020-09-03T07:25:59.323Z
2020-03-09T00:00:00.000Z,4,0,2020-09-03T07:25:59.323Z
2020-03-10T00:00:00.000Z,33,0,2020-09-03T07:25:59.323Z
2020-03-11T00:00:00.000Z,20,0,2020-09-03T07:25:59.323Z
2020-03-12T00:00:00.000Z,21,0,2020-09-03T07:25:59.323Z
2020-03-13T00:00:00.000Z,36,1,2020-09-03T07:25:59.323Z
2020-03-14T00:00:00.000Z,29,0,2020-09-03T07:25:59.323Z
2020-03-15T00:00:00.000Z,38,0,2020-09-03T07:25:59.323Z
2020-03-16T00:00:00.000Z,73,0,2020-09-03T07:25:59.323Z
2020-03-17T00:00:00.000Z,94,4,2020-09-03T07:25:59.323Z
2020-03-18T00:00:00.000Z,118,5,2020-09-03T07:25:59.323Z
2020-03-19T00:00:00.000Z,135,10,2020-09-03T07:25:59.323Z
2020-03-20T00:00:00.000Z,168,5,2020-09-03T07:25:59.323Z
2020-03-21T00:00:00.000Z,210,4,2020-09-03T07:25:59.323Z
2020-03-22T00:00:00.000Z,254,8,2020-09-03T07:25:59.323Z
2020-03-23T00:00:00.000Z,352,14,2020-09-03T07:25:59.323Z
2020-03-24T00:00:00.000Z,423,8,2020-09-03T07:25:59.323Z
2020-03-25T00:00:00.000Z,425,11,2020-09-03T07:25:59.323Z
2020-03-26T00:00:00.000Z,520,19,2020-09-03T07:25:59.323Z
2020-03-27T00:00:00.000Z,434,11,2020-09-03T07:25:59.323Z
2020-03-28T00:00:00.000Z,480,24,2020-09-03T07:25:59.323Z
2020-03-29T00:00:00.000Z,532,35,2020-09-03T07:25:59.323Z
2020-03-30T00:00:00.000Z,546,35,2020-09-03T07:25:59.323Z
2020-03-31T00:00:00.000Z,738,68,2020-09-03T07:25:59.323Z
2020-04-01T00:00:00.000Z,708,287,2020-09-03T07:25:59.323Z
2020-04-02T00:00:00.000Z,719,98,2020-09-03T07:25:59.323Z
2020-04-03T00:00:00.000Z,597,94,2020-09-03T07:25:59.323Z
2020-04-04T00:00:00.000Z,427,59,2020-09-03T07:25:59.323Z
2020-04-05T00:00:00.000Z,583,105,2020-09-03T07:25:59.323Z
2020-04-06T00:00:00.000Z,451,108,2020-09-03T07:25:59.323Z
2020-04-07T00:00:00.000Z,378,140,2020-09-03T07:25:59.323Z
2020-04-08T00:00:00.000Z,338,153,2020-09-03T07:25:59.323Z
2020-04-09T00:00:00.000Z,343,118,2020-09-03T07:25:59.323Z
2020-04-10T00:00:00.000Z,359,211,2020-09-03T07:25:59.323Z
2020-04-11T00:00:00.000Z,345,178,2020-09-03T07:25:59.323Z
2020-04-12T00:00:00.000Z,554,365,2020-09-03T07:25:59.323Z
2020-04-13T00:00:00.000Z,438,325,2020-09-03T07:25:59.323Z
2020-04-14T00:00:00.000Z,399,391,2020-09-03T07:25:59.323Z
2020-04-15T00:00:00.000Z,311,314,2020-09-03T07:25:59.323Z
2020-04-16T00:00:00.000Z,296,365,2020-09-03T07:25:59.323Z
2020-04-17T00:00:00.000Z,298,386,2020-09-03T07:25:59.323Z
2020-04-18T00:00:00.000Z,291,383,2020-09-03T07:25:59.323Z
2020-04-19T00:00:00.000Z,277,316,2020-09-03T07:25:59.323Z
2020-04-20T00:00:00.000Z,299,548,2020-09-03T07:25:59.323Z
2020-04-21T00:00:00.000Z,283,469,2020-09-03T07:25:59.323Z
2020-04-22T00:00:00.000Z,226,372,2020-09-03T07:25:59.323Z
2020-04-23T00:00:00.000Z,276,385,2020-09-03T07:25:59.323Z
2020-04-24T00:00:00.000Z,248,506,2020-09-03T07:25:59.323Z
2020-04-25T00:00:00.000Z,159,440,2020-09-03T07:25:59.323Z
2020-04-26T00:00:00.000Z,83,235,2020-09-03T07:25:59.323Z
2020-04-27T00:00:00.000Z,127,558,2020-09-03T07:25:59.323Z
2020-04-28T00:00:00.000Z,160,499,2020-09-03T07:25:59.323Z
2020-04-29T00:00:00.000Z,82,438,2020-09-03T07:25:59.323Z
2020-04-30T00:00:00.000Z,142,405,2020-09-03T07:25:59.323Z
2020-05-01T00:00:00.000Z,117,646,2020-09-03T07:25:59.323Z
2020-05-02T00:00:00.000Z,57,267,2020-09-03T07:25:59.323Z
2020-05-03T00:00:00.000Z,27,152,2020-09-03T07:25:59.323Z
2020-05-04T00:00:00.000Z,53,363,2020-09-03T07:25:59.323Z
2020-05-05T00:00:00.000Z,32,352,2020-09-03T07:25:59.323Z
2020-05-06T00:00:00.000Z,65,206,2020-09-03T07:25:59.323Z
2020-05-07T00:00:00.000Z,61,261,2020-09-03T07:25:59.323Z
2020-05-08T00:00:00.000Z,33,300,2020-09-03T07:25:59.323Z
2020-05-09T00:00:00.000Z,19,106,2020-09-03T07:25:59.323Z
2020-05-10T00:00:00.000Z,29,121,2020-09-03T07:25:59.323Z
2020-05-11T00:00:00.000Z,39,433,2020-09-03T07:25:59.323Z
2020-05-12T00:00:00.000Z,23,197,2020-09-03T07:25:59.323Z
2020-05-13T00:00:00.000Z,37,180,2020-09-03T07:25:59.323Z
2020-05-14T00:00:00.000Z,24,243,2020-09-03T07:25:59.323Z
2020-05-15T00:00:00.000Z,12,228,2020-09-03T07:25:59.323Z
2020-05-16T00:00:00.000Z,5,67,2020-09-03T07:25:59.323Z
2020-05-17T00:00:00.000Z,15,135,2020-09-03T07:25:59.323Z
2020-05-18T00:00:00.000Z,27,282,2020-09-03T07:25:59.323Z
2020-05-19T00:00:00.000Z,22,183,2020-09-03T07:25:59.323Z
2020-05-20T00:00:00.000Z,15,126,2020-09-03T07:25:59.323Z
2020-05-21T00:00:00.000Z,16,207,2020-09-03T07:25:59.323Z
2020-05-22T00:00:00.000Z,20,166,2020-09-03T07:25:59.323Z
2020-05-23T00:00:00.000Z,4,33,2020-09-03T07:25:59.323Z
2020-05-24T00:00:00.000Z,13,109,2020-09-03T07:25:59.323Z
2020-05-25T00:00:00.000Z,22,176,2020-09-03T07:25:59.323Z
2020-05-26T00:00:00.000Z,50,93,2020-09-03T07:25:59.323Z
2020-05-27T00:00:00.000Z,40,97,2020-09-03T07:25:59.323Z
2020-05-28T00:00:00.000Z,77,138,2020-09-03T07:25:59.323Z
2020-05-29T00:00:00.000Z,113,40,2020-09-03T07:25:59.323Z
2020-05-30T00:00:00.000Z,29,29,2020-09-03T07:25:59.323Z
2020-05-31T00:00:00.000Z,87,58,2020-09-03T07:25:59.323Z
2020-06-01T00:00:00.000Z,100,105,2020-09-03T07:25:59.323Z
2020-06-02T00:00:00.000Z,121,46,2020-09-03T07:25:59.323Z
2020-06-03T00:00:00.000Z,96,33,2020-09-03T07:25:59.323Z
2020-06-04T00:00:00.000Z,142,58,2020-09-03T07:25:59.323Z
2020-06-05T00:00:00.000Z,124,36,2020-09-03T07:25:59.323Z
2020-06-06T00:00:00.000Z,78,39,2020-09-03T07:25:59.323Z
2020-06-07T00:00:00.000Z,140,51,2020-09-03T07:25:59.323Z
2020-06-08T00:00:00.000Z,179,34,2020-09-03T07:25:59.323Z
2020-06-09T00:00:00.000Z,172,45,2020-09-03T07:25:59.323Z
2020-06-10T00:00:00.000Z,239,73,2020-09-03T07:25:59.323Z
2020-06-11T00:00:00.000Z,191,74,2020-09-03T07:25:59.323Z
2020-06-12T00:00:00.000Z,183,69,2020-09-03T07:25:59.323Z
2020-06-13T00:00:00.000Z,150,52,2020-09-03T07:25:59.323Z
2020-06-14T00:00:00.000Z,136,37,2020-09-03T07:25:59.323Z
2020-06-15T00:00:00.000Z,198,70,2020-09-03T07:25:59.323Z
2020-06-16T00:00:00.000Z,298,40,2020-09-03T07:25:59.323Z
2020-06-17T00:00:00.000Z,270,49,2020-09-03T07:25:59.323Z
2020-06-18T00:00:00.000Z,302,76,2020-09-03T07:25:59.323Z
2020-06-19T00:00:00.000Z,308,67,2020-09-03T07:25:59.323Z
2020-06-20T00:00:00.000Z,157,58,2020-09-03T07:25:59.323Z
2020-06-21T00:00:00.000Z,172,44,2020-09-03T07:25:59.323Z
2020-06-22T00:00:00.000Z,346,87,2020-09-03T07:25:59.323Z
2020-06-23T00:00:00.000Z,448,113,2020-09-03T07:25:59.323Z
2020-06-24T00:00:00.000Z,485,55,2020-09-03T07:25:59.323Z
2020-06-25T00:00:00.000Z,513,123,2020-09-03T07:25:59.323Z
2020-06-26T00:00:00.000Z,464,126,2020-09-03T07:25:59.323Z
2020-06-27T00:00:00.000Z,401,87,2020-09-03T07:25:59.323Z
2020-06-28T00:00:00.000Z,381,103,2020-09-03T07:25:59.323Z
2020-06-29T00:00:00.000Z,752,195,2020-09-03T07:25:59.323Z
2020-06-30T00:00:00.000Z,780,123,2020-09-03T07:25:59.323Z
2020-07-01T00:00:00.000Z,967,111,2020-09-03T07:25:59.323Z
2020-07-02T00:00:00.000Z,1145,135,2020-09-03T07:25:59.323Z
2020-07-03T00:00:00.000Z,946,138,2020-09-03T07:25:59.323Z
2020-07-04T00:00:00.000Z,821,132,2020-09-03T07:25:59.323Z
2020-07-05T00:00:00.000Z,839,156,2020-09-03T07:25:59.323Z
2020-07-06T00:00:00.000Z,1138,151,2020-09-03T07:25:59.323Z
2020-07-07T00:00:00.000Z,1385,163,2020-09-03T07:25:59.323Z
2020-07-08T00:00:00.000Z,1323,138,2020-09-03T07:25:59.323Z
2020-07-09T00:00:00.000Z,1522,205,2020-09-03T07:25:59.323Z
2020-07-10T00:00:00.000Z,1412,213,2020-09-03T07:25:59.323Z
2020-07-11T00:00:00.000Z,1162,209,2020-09-03T07:25:59.323Z
2020-07-12T00:00:00.000Z,1246,295,2020-09-03T07:25:59.323Z
2020-07-13T00:00:00.000Z,1714,336,2020-09-03T07:25:59.323Z
2020-07-14T00:00:00.000Z,1602,311,2020-09-03T07:25:59.323Z
2020-07-15T00:00:00.000Z,1878,384,2020-09-03T07:25:59.323Z
2020-07-16T00:00:00.000Z,1931,490,2020-09-03T07:25:59.323Z
2020-07-17T00:00:00.000Z,1601,498,2020-09-03T07:25:59.323Z
2020-07-18T00:00:00.000Z,1442,536,2020-09-03T07:25:59.323Z
2020-07-19T00:00:00.000Z,1016,429,2020-09-03T07:25:59.323Z
2020-07-20T00:00:00.000Z,1895,625,2020-09-03T07:25:59.323Z
2020-07-21T00:00:00.000Z,2002,638,2020-09-03T07:25:59.323Z
2020-07-22T00:00:00.000Z,2042,3711,2020-09-03T07:25:59.323Z
2020-07-23T00:00:00.000Z,1987,7229,2020-09-03T07:25:59.323Z
2020-07-24T00:00:00.000Z,1832,1901,2020-09-03T07:25:59.323Z
2020-07-25T00:00:00.000Z,1113,675,2020-09-03T07:25:59.323Z
2020-07-26T00:00:00.000Z,1043,2974,2020-09-03T07:25:59.323Z
2020-07-27T00:00:00.000Z,2055,1978,2020-09-03T07:25:59.323Z
2020-07-28T00:00:00.000Z,2129,1747,2020-09-03T07:25:59.323Z
2020-07-29T00:00:00.000Z,1962,1518,2020-09-03T07:25:59.323Z
2020-07-30T00:00:00.000Z,1790,1826,2020-09-03T07:25:59.323Z
2020-07-31T00:00:00.000Z,1355,1404,2020-09-03T07:25:59.323Z
2020-08-01T00:00:00.000Z,628,575,2020-09-03T07:25:59.323Z
2020-08-02T00:00:00.000Z,713,2668,2020-09-03T07:25:59.323Z
2020-08-03T00:00:00.000Z,1804,1948,2020-09-03T07:25:59.323Z
2020-08-04T00:00:00.000Z,1724,1825,2020-09-03T07:25:59.323Z
2020-08-05T00:00:00.000Z,1691,1612,2020-09-03T07:25:59.323Z
2020-08-06T00:00:00.000Z,1677,1937,2020-09-03T07:25:59.323Z
