section,male,female,lastUpdate,date
0,0,0,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
10,1,0,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
20,0,0,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
30,0,0,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
40,4,1,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
50,7,2,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
60,15,7,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
70,20,12,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
80,4,9,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
90,0,1,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
