city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands,lastUpdate,date
ירושלים,89784,15536,9966,76747,167,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
בני ברק,36176,4996,3221,20095,249,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
מודיעין עילית,17710,3263,2087,13480,424,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
בית שמש,13566,2399,1579,11770,189,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
פתח תקווה,13446,2342,1390,24453,95,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
תל אביב - יפו,16878,2156,1123,34456,47,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
חיפה,11544,1811,981,22005,66,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
אשדוד,17838,1791,1123,18568,79,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
ביתר עילית,9874,1638,1251,5179,266,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
אלעד,8532,1448,919,4672,305,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
נתניה,10505,1355,763,15265,62,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
ראשון לציון,8736,1197,748,18307,49,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
חולון,9029,1131,635,13786,61,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
באר שבע,9091,1105,577,14887,56,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
נצרת,6294,1047,524,4318,133,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
רחובות,7050,933,611,11212,67,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
אשקלון,6503,826,488,10791,58,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
רמלה,5329,802,510,5969,106,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
רמת גן,5025,796,411,13240,54,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
בת ים,5739,752,400,9301,58,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
לוד,4984,736,497,5786,96,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
קרית גת,3982,716,492,5230,125,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
ראש העין,3365,566,350,6809,95,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
מודיעין-מכבים-רעות,3344,511,321,8755,58,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
צפת,2388,495,293,2607,138,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
נתיבות,3834,461,293,2898,120,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
קרית אתא,2665,445,235,5314,77,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
חדרה,4242,441,270,6357,46,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
יבנה,2699,423,258,4458,91,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
טמרה,3100,423,220,1872,123,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
כפר סבא,2807,411,253,8068,42,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
שפרעם,3113,407,205,2093,99,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
רעננה,2770,406,214,7094,54,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
מעלה אדומים,2346,395,286,4332,105,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
סח'נין,3472,391,240,2045,119,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
