name,amount,lastUpdate,date
hard,1201,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
moderate,315,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
critical,365,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
breath,290,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
name,amount,lastUpdate,date
hard,1201,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
moderate,315,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
critical,365,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
breath,290,2021-01-18T06:31:52.957Z,2021-01-18T06:31:52.957Z
