section,male,female,lastUpdate,date
0,0,1,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
10,0,3,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
20,4,4,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
30,12,9,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
40,23,10,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
50,32,16,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
60,35,20,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
70,33,14,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
80,5,12,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
90,2,2,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
