section,male,female,lastUpdate,date
0,3,2,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
10,3,1,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
20,13,12,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
30,21,17,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
40,45,36,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
50,201,89,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
60,543,241,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
70,924,488,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
80,1016,880,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
90,478,646,2021-02-24T10:07:23.113Z,2021-02-24T10:07:23.113Z
