section,male,female,lastUpdate,date
0,13980,13421,2020-10-04T15:45:12.993Z,2020-10-04T15:45:12.993Z
10,33734,22905,2020-10-04T15:45:12.993Z,2020-10-04T15:45:12.993Z
20,27816,25109,2020-10-04T15:45:12.993Z,2020-10-04T15:45:12.993Z
30,18577,18206,2020-10-04T15:45:12.993Z,2020-10-04T15:45:12.993Z
40,16255,17101,2020-10-04T15:45:12.993Z,2020-10-04T15:45:12.993Z
50,12540,12885,2020-10-04T15:45:12.993Z,2020-10-04T15:45:12.993Z
60,8886,7892,2020-10-04T15:45:12.993Z,2020-10-04T15:45:12.993Z
70,4243,3845,2020-10-04T15:45:12.993Z,2020-10-04T15:45:12.993Z
80,1801,2246,2020-10-04T15:45:12.993Z,2020-10-04T15:45:12.993Z
90,416,963,2020-10-04T15:45:12.993Z,2020-10-04T15:45:12.993Z
