section,male,female,lastUpdate,date
0,2,3,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
10,4,3,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
20,19,12,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
30,28,21,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
40,66,55,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
50,237,118,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
60,635,295,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
70,1019,588,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
80,1101,984,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
90,488,656,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
