section,male,female,lastUpdate,date
0,0,1,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
10,0,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
20,0,1,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
30,2,6,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
40,15,2,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
50,26,9,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
60,11,13,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
70,12,10,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
80,6,4,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
90,0,1,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
