name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
שיבא,,107.9113922119141,6,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
סנט וינסנט,,,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
שמיר,,68.57463836669922,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
וולפסון,,,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
זיו צפת,,,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
הלל יפה,,80.97087097167969,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
נהריה,,77.80821990966797,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
ברזילי,,77.81456756591797,2,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
פוריה,,70.1408462524414,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
בני ציון,,,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
רבין ק. בילינסון,,86.94610595703125,4,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
סורוקה,,76.62902069091797,5,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
מאיר,,,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
קפלן,,118.7725601196289,4,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
המרכזי בעמק,,80.68965148925781,3,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
"רמב""ם",,86.98770141601562,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
הדסה עין כרם,,104.2328033447266,7,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
הסקוטי,,,1,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
סנט ג'וזף,,,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
שערי צדק,,91.89189147949219,1,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
אל מקאסד,,,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
לניאדו,,79.94429016113281,6,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
אוגוסטה ויקטוריה,,,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
שניידר,,,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
סוראסקי,,94.53458404541016,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
אסותא אשדוד,,,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
המשפחה הקדושה,,,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
השרון ק. גולדה,,67.21991729736328,1,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
יוספטל,,,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
מעייני הישועה,,,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
הכרמל,,,0,2021-04-18T05:57:45.680Z,2021-04-18T05:57:45.680Z
