section,male,female,lastUpdate,date
0,2,2,2021-03-05T12:27:39.400Z,2021-03-05T12:27:39.400Z
10,3,1,2021-03-05T12:27:39.400Z,2021-03-05T12:27:39.400Z
20,18,12,2021-03-05T12:27:39.400Z,2021-03-05T12:27:39.400Z
30,23,17,2021-03-05T12:27:39.400Z,2021-03-05T12:27:39.400Z
40,51,42,2021-03-05T12:27:39.400Z,2021-03-05T12:27:39.400Z
50,208,97,2021-03-05T12:27:39.400Z,2021-03-05T12:27:39.400Z
60,560,246,2021-03-05T12:27:39.400Z,2021-03-05T12:27:39.400Z
70,953,508,2021-03-05T12:27:39.400Z,2021-03-05T12:27:39.400Z
80,1044,906,2021-03-05T12:27:39.400Z,2021-03-05T12:27:39.400Z
90,486,655,2021-03-05T12:27:39.400Z,2021-03-05T12:27:39.400Z
