total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3321,1091,220,155,423,267,2021-03-05T12:27:39.400Z
100,33,20,14,39,24,2021-03-05T12:27:39.400Z
