age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,279264,167485,1538337,18.2,10.9,2021-03-05T12:27:39.400Z
20-29,841899,480291,1300361,64.7,36.9,2021-03-05T12:27:39.400Z
30-39,857216,542920,1197026,71.6,45.4,2021-03-05T12:27:39.400Z
40-49,859894,656306,1098556,78.3,59.7,2021-03-05T12:27:39.400Z
50-59,712191,585724,849966,83.8,68.9,2021-03-05T12:27:39.400Z
60-69,638545,572452,741639,86.1,77.2,2021-03-05T12:27:39.400Z
70-79,467194,435196,490784,95.2,88.7,2021-03-05T12:27:39.400Z
80-89,208289,193256,225538,92.4,85.7,2021-03-05T12:27:39.400Z
90+,48824,44763,51496,94.8,86.9,2021-03-05T12:27:39.400Z
