amount,lastUpdate
0,2021-03-18T15:34:04.643Z
0,2021-03-18T15:34:04.643Z
0,2021-03-18T15:34:04.643Z
1,2021-03-18T15:34:04.643Z
2,2021-03-18T15:34:04.643Z
3,2021-03-18T15:34:04.643Z
5,2021-03-18T15:34:04.643Z
5,2021-03-18T15:34:04.643Z
6,2021-03-18T15:34:04.643Z
7,2021-03-18T15:34:04.643Z
7,2021-03-18T15:34:04.643Z
7,2021-03-18T15:34:04.643Z
6,2021-03-18T15:34:04.643Z
9,2021-03-18T15:34:04.643Z
11,2021-03-18T15:34:04.643Z
12,2021-03-18T15:34:04.643Z
16,2021-03-18T15:34:04.643Z
21,2021-03-18T15:34:04.643Z
23,2021-03-18T15:34:04.643Z
27,2021-03-18T15:34:04.643Z
38,2021-03-18T15:34:04.643Z
44,2021-03-18T15:34:04.643Z
48,2021-03-18T15:34:04.643Z
52,2021-03-18T15:34:04.643Z
56,2021-03-18T15:34:04.643Z
67,2021-03-18T15:34:04.643Z
70,2021-03-18T15:34:04.643Z
80,2021-03-18T15:34:04.643Z
89,2021-03-18T15:34:04.643Z
99,2021-03-18T15:34:04.643Z
111,2021-03-18T15:34:04.643Z
113,2021-03-18T15:34:04.643Z
131,2021-03-18T15:34:04.643Z
140,2021-03-18T15:34:04.643Z
135,2021-03-18T15:34:04.643Z
147,2021-03-18T15:34:04.643Z
160,2021-03-18T15:34:04.643Z
166,2021-03-18T15:34:04.643Z
166,2021-03-18T15:34:04.643Z
170,2021-03-18T15:34:04.643Z
182,2021-03-18T15:34:04.643Z
177,2021-03-18T15:34:04.643Z
192,2021-03-18T15:34:04.643Z
178,2021-03-18T15:34:04.643Z
179,2021-03-18T15:34:04.643Z
181,2021-03-18T15:34:04.643Z
165,2021-03-18T15:34:04.643Z
174,2021-03-18T15:34:04.643Z
157,2021-03-18T15:34:04.643Z
154,2021-03-18T15:34:04.643Z
145,2021-03-18T15:34:04.643Z
149,2021-03-18T15:34:04.643Z
146,2021-03-18T15:34:04.643Z
144,2021-03-18T15:34:04.643Z
136,2021-03-18T15:34:04.643Z
142,2021-03-18T15:34:04.643Z
132,2021-03-18T15:34:04.643Z
127,2021-03-18T15:34:04.643Z
122,2021-03-18T15:34:04.643Z
112,2021-03-18T15:34:04.643Z
109,2021-03-18T15:34:04.643Z
111,2021-03-18T15:34:04.643Z
101,2021-03-18T15:34:04.643Z
97,2021-03-18T15:34:04.643Z
91,2021-03-18T15:34:04.643Z
88,2021-03-18T15:34:04.643Z
84,2021-03-18T15:34:04.643Z
78,2021-03-18T15:34:04.643Z
78,2021-03-18T15:34:04.643Z
74,2021-03-18T15:34:04.643Z
69,2021-03-18T15:34:04.643Z
65,2021-03-18T15:34:04.643Z
61,2021-03-18T15:34:04.643Z
61,2021-03-18T15:34:04.643Z
61,2021-03-18T15:34:04.643Z
60,2021-03-18T15:34:04.643Z
55,2021-03-18T15:34:04.643Z
52,2021-03-18T15:34:04.643Z
51,2021-03-18T15:34:04.643Z
46,2021-03-18T15:34:04.643Z
47,2021-03-18T15:34:04.643Z
46,2021-03-18T15:34:04.643Z
46,2021-03-18T15:34:04.643Z
43,2021-03-18T15:34:04.643Z
41,2021-03-18T15:34:04.643Z
36,2021-03-18T15:34:04.643Z
40,2021-03-18T15:34:04.643Z
36,2021-03-18T15:34:04.643Z
39,2021-03-18T15:34:04.643Z
35,2021-03-18T15:34:04.643Z
35,2021-03-18T15:34:04.643Z
32,2021-03-18T15:34:04.643Z
29,2021-03-18T15:34:04.643Z
28,2021-03-18T15:34:04.643Z
30,2021-03-18T15:34:04.643Z
29,2021-03-18T15:34:04.643Z
29,2021-03-18T15:34:04.643Z
29,2021-03-18T15:34:04.643Z
30,2021-03-18T15:34:04.643Z
31,2021-03-18T15:34:04.643Z
32,2021-03-18T15:34:04.643Z
35,2021-03-18T15:34:04.643Z
35,2021-03-18T15:34:04.643Z
35,2021-03-18T15:34:04.643Z
31,2021-03-18T15:34:04.643Z
36,2021-03-18T15:34:04.643Z
38,2021-03-18T15:34:04.643Z
36,2021-03-18T15:34:04.643Z
40,2021-03-18T15:34:04.643Z
