total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,865,159,133,300,249,2021-03-18T15:34:04.643Z
100,27,18,15,35,29,2021-03-18T15:34:04.643Z
