total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2912,1598,315,230,642,398,2021-02-11T07:43:32.680Z
100,55,20,14,40,25,2021-02-11T07:43:32.680Z
