dates,averages,lastUpdate
"{'begin_date': '17.1.21', 'end_date': '23.1.21'}",7122,2021-02-11T07:43:32.680Z
"{'begin_date': '24.1.21', 'end_date': '30.1.21'}",6536,2021-02-11T07:43:32.680Z
"{'begin_date': '31.1.21', 'end_date': '6.2.21'}",6582,2021-02-11T07:43:32.680Z
"{'begin_date': '7.2.21', 'end_date': '10.2.21'}",6013,2021-02-11T07:43:32.680Z
