section,male,female,lastUpdate,date
0,0,0,2020-10-30T05:04:06.340Z,2020-10-30T05:04:06.340Z
10,1,0,2020-10-30T05:04:06.340Z,2020-10-30T05:04:06.340Z
20,0,0,2020-10-30T05:04:06.340Z,2020-10-30T05:04:06.340Z
30,1,0,2020-10-30T05:04:06.340Z,2020-10-30T05:04:06.340Z
40,8,0,2020-10-30T05:04:06.340Z,2020-10-30T05:04:06.340Z
50,21,11,2020-10-30T05:04:06.340Z,2020-10-30T05:04:06.340Z
60,45,15,2020-10-30T05:04:06.340Z,2020-10-30T05:04:06.340Z
70,35,24,2020-10-30T05:04:06.340Z,2020-10-30T05:04:06.340Z
80,13,13,2020-10-30T05:04:06.340Z,2020-10-30T05:04:06.340Z
90,0,2,2020-10-30T05:04:06.340Z,2020-10-30T05:04:06.340Z
