name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
שערי צדק,130.0,88.57493591308594,32,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
הדסה עין כרם,129.8850574712644,98.65047454833984,116,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
לניאדו,125.7142857142857,90.80780029296875,80,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
שיבא,119.35483870967741,86.13924407958984,51,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
קפלן,112.5,122.7436828613281,41,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
הסקוטי,104.0,111.3475189208984,4,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
אסותא אשדוד,103.7037037037037,,18,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
הדסה הר הצופים,100.0,78.125,29,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
שמיר (אסף הרופא),98.38709677419355,60.71829223632813,32,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
זיו צפת,94.87179487179486,71.75792694091797,28,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
המשפחה הקדושה,91.66666666666666,161.6666717529297,17,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
רבין ק. בילינסון,89.28571428571429,77.60478973388672,63,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
נהריה,83.17757009345794,71.92254638671875,84,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
הכרמל,75.0,61.14519500732422,121,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
הלל יפה,65.06024096385542,76.89320373535156,62,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
ברזילי,64.70588235294117,68.33333587646484,55,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
מעייני הישועה,64.15094339622641,88.17891693115234,34,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
"רמב""ם",63.793103448275865,81.75257873535156,124,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
וולפסון,62.857142857142854,61.20058441162109,29,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
מאיר,61.05263157894737,73.5218505859375,50,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
בני ציון,58.92857142857143,78.75288391113281,31,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
פוריה,58.69565217391305,56.90140914916992,48,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
סנט ג'וזף,56.75675675675676,,0,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
השרון ק. גולדה,52.5,55.18672180175781,7,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
סורוקה,50.57471264367817,72.19808959960938,69,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
המרכזי בעמק,50.0,81.03448486328125,74,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
סוראסקי,47.36842105263158,92.9974365234375,65,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
אל מקאסד,39.130434782608695,,0,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
שניידר,33.33333333333333,104.2194061279297,35,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
סנט וינסנט,8.333333333333332,64.92537689208984,15,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
אוגוסטה ויקטוריה,4.761904761904763,,0,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
יוספטל,0.0,50.76922988891602,1,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
האיטלקי,0.0,,0,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
אלישע,0.0,,0,2020-09-21T10:35:51.180Z,2020-09-21T10:35:51.180Z
