total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3124,1654,314,261,651,418,2021-02-09T16:37:31.400Z
100,53,19,16,39,25,2021-02-09T16:37:31.400Z
