section,male,female,lastUpdate,date
0,0.0,3.0,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
10,,,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
20,9.0,4.0,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
30,10.0,14.0,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
40,37.0,16.0,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
50,54.0,30.0,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
60,51.0,48.0,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
70,40.0,35.0,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
80,27.0,36.0,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
90,5.0,10.0,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
