section,male,female,lastUpdate,date
0,2,4,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
10,4,1,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
20,18,13,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
30,27,19,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
40,57,50,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
50,218,107,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
60,603,271,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
70,1004,557,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
80,1089,954,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
90,515,679,2021-03-29T18:08:49.533Z,2021-03-29T18:08:49.533Z
