section,male,female,lastUpdate,date
0,0,0,2020-11-14T14:00:06.513Z,2020-11-14T14:00:06.513Z
10,1,1,2020-11-14T14:00:06.513Z,2020-11-14T14:00:06.513Z
20,1,2,2020-11-14T14:00:06.513Z,2020-11-14T14:00:06.513Z
30,1,1,2020-11-14T14:00:06.513Z,2020-11-14T14:00:06.513Z
40,13,11,2020-11-14T14:00:06.513Z,2020-11-14T14:00:06.513Z
50,28,18,2020-11-14T14:00:06.513Z,2020-11-14T14:00:06.513Z
60,52,22,2020-11-14T14:00:06.513Z,2020-11-14T14:00:06.513Z
70,52,36,2020-11-14T14:00:06.513Z,2020-11-14T14:00:06.513Z
80,23,24,2020-11-14T14:00:06.513Z,2020-11-14T14:00:06.513Z
90,5,10,2020-11-14T14:00:06.513Z,2020-11-14T14:00:06.513Z
