total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,525,88,64,154,214,2021-04-02T05:13:19.103Z
100,18,17,12,29,41,2021-04-02T05:13:19.103Z
