section,male,female,lastUpdate,date
0,0,0,2020-12-23T16:13:22.737Z,2020-12-23T16:13:22.737Z
10,1,0,2020-12-23T16:13:22.737Z,2020-12-23T16:13:22.737Z
20,1,2,2020-12-23T16:13:22.737Z,2020-12-23T16:13:22.737Z
30,2,1,2020-12-23T16:13:22.737Z,2020-12-23T16:13:22.737Z
40,22,10,2020-12-23T16:13:22.737Z,2020-12-23T16:13:22.737Z
50,54,15,2020-12-23T16:13:22.737Z,2020-12-23T16:13:22.737Z
60,100,40,2020-12-23T16:13:22.737Z,2020-12-23T16:13:22.737Z
70,84,50,2020-12-23T16:13:22.737Z,2020-12-23T16:13:22.737Z
80,43,38,2020-12-23T16:13:22.737Z,2020-12-23T16:13:22.737Z
90,9,17,2020-12-23T16:13:22.737Z,2020-12-23T16:13:22.737Z
