name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
אוגוסטה ויקטוריה,,,1,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
שערי צדק,,89.31204223632812,71,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
אסותא אשדוד,,,22,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
בני ציון,,67.89838409423828,19,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
ברזילי,,64.66666412353516,87,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
הדסה עין כרם,,103.2388687133789,39,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
הכרמל,,64.62167358398438,15,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
הלל יפה,,67.18446350097656,31,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
המרכזי בעמק,,63.27586364746094,86,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
המשפחה הקדושה,,,0,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
הסקוטי,,115.6028366088867,2,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
השרון ק. גולדה,,58.09128570556641,10,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
וולפסון,,59.00439071655273,26,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
זיו צפת,,67.72334289550781,18,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
לניאדו,,64.62395477294922,87,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
אל מקאסד,,,0,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
מעייני הישועה,,82.42811584472656,19,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
נהריה,,69.70954132080078,40,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
סוראסקי,,93.50981903076172,66,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
סורוקה,,63.50999069213867,25,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
סנט ג'וזף,,,1,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
סנט וינסנט,,53.73134231567383,4,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
פוריה,,55.7746467590332,15,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
קפלן,,93.8628158569336,46,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
רבין ק. בילינסון,,77.00598907470703,68,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
"רמב""ם",,78.6597900390625,35,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
שיבא,,87.46835327148438,49,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
שמיר (אסף הרופא),,52.74971771240234,63,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
שניידר,,,0,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
מאיר,,65.80976867675781,33,2020-10-09T13:16:27.957Z,2020-10-09T13:16:27.957Z
