age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,143123,17752,1505185,9.5,1.2,2021-02-04T17:20:40.130Z
20-29,362251,112426,1277634,28.4,8.8,2021-02-04T17:20:40.130Z
30-39,428428,153696,1186386,36.1,13.0,2021-02-04T17:20:40.130Z
40-49,608977,245756,1080768,56.3,22.7,2021-02-04T17:20:40.130Z
50-59,563503,334919,832687,67.7,40.2,2021-02-04T17:20:40.130Z
60-69,565846,485448,735380,76.9,66.0,2021-02-04T17:20:40.130Z
70-79,433008,390341,462148,93.7,84.5,2021-02-04T17:20:40.130Z
80-89,193190,172168,222547,86.8,77.4,2021-02-04T17:20:40.130Z
90+,45393,39756,50589,89.7,78.6,2021-02-04T17:20:40.130Z
