total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3047,1688,328,259,686,412,2021-02-04T17:20:40.130Z
100,55,19,15,41,24,2021-02-04T17:20:40.130Z
