name,amount,lastUpdate,date
hard,311,2020-12-06T04:22:58.047Z,2020-12-06T04:22:58.047Z
moderate,88,2020-12-06T04:22:58.047Z,2020-12-06T04:22:58.047Z
critical,92,2020-12-06T04:22:58.047Z,2020-12-06T04:22:58.047Z
name,amount,lastUpdate,date
hard,311,2020-12-06T04:22:58.047Z,2020-12-06T04:22:58.047Z
moderate,88,2020-12-06T04:22:58.047Z,2020-12-06T04:22:58.047Z
critical,92,2020-12-06T04:22:58.047Z,2020-12-06T04:22:58.047Z
