section,male,female,lastUpdate,date
0,1,1,2020-12-06T04:22:58.047Z,2020-12-06T04:22:58.047Z
10,1,2,2020-12-06T04:22:58.047Z,2020-12-06T04:22:58.047Z
20,1,5,2020-12-06T04:22:58.047Z,2020-12-06T04:22:58.047Z
30,11,7,2020-12-06T04:22:58.047Z,2020-12-06T04:22:58.047Z
40,21,11,2020-12-06T04:22:58.047Z,2020-12-06T04:22:58.047Z
50,100,56,2020-12-06T04:22:58.047Z,2020-12-06T04:22:58.047Z
60,266,110,2020-12-06T04:22:58.047Z,2020-12-06T04:22:58.047Z
70,483,243,2020-12-06T04:22:58.047Z,2020-12-06T04:22:58.047Z
80,540,448,2020-12-06T04:22:58.047Z,2020-12-06T04:22:58.047Z
90,240,362,2020-12-06T04:22:58.047Z,2020-12-06T04:22:58.047Z
